highscore:,9184.0
average:,9074.131
9036.0
9054.0
9065.0
9059.0
9019.0
9019.0
9065.0
9020.0
9161.0
9181.0
9184.0
9029.0
9017.0
9022.0
8973.0
9054.0
9019.0
9066.0
9049.0
9160.0
9025.0
9160.0
9045.0
9055.0
9045.0
9017.0
9024.0
9020.0
9065.0
9065.0
9073.0
9025.0
9062.0
9160.0
9011.0
9035.0
9160.0
9027.0
9037.0
9062.0
9038.0
9065.0
9026.0
9180.0
9073.0
9160.0
9050.0
9052.0
9029.0
9070.0
9065.0
9181.0
9024.0
9037.0
9073.0
9038.0
9160.0
9160.0
9181.0
9065.0
9017.0
9052.0
9036.0
9184.0
9035.0
9035.0
9043.0
9062.0
9035.0
9178.0
9035.0
9181.0
9020.0
9065.0
9068.0
9055.0
9025.0
9065.0
9037.0
9066.0
9054.0
9184.0
9036.0
9181.0
9065.0
9017.0
9049.0
9052.0
9059.0
9062.0
9065.0
9035.0
9047.0
9063.0
9022.0
9012.0
9051.0
9070.0
9021.0
9065.0
9059.0
9022.0
9054.0
9070.0
9059.0
9035.0
9047.0
9059.0
9184.0
9052.0
9070.0
9028.0
9017.0
9053.0
9023.0
9048.0
9181.0
9022.0
9034.0
9180.0
9065.0
9052.0
9052.0
9020.0
9019.0
9021.0
9180.0
9181.0
9016.0
9016.0
9065.0
9020.0
9060.0
9051.0
9059.0
9065.0
9021.0
9052.0
9017.0
9149.0
9052.0
9051.0
9160.0
9160.0
9065.0
9059.0
9054.0
9059.0
9062.0
9035.0
9017.0
9028.0
9036.0
9066.0
9052.0
9184.0
9069.0
9028.0
9180.0
9047.0
9030.0
9061.0
9054.0
9031.0
9050.0
9068.0
9065.0
9035.0
9054.0
9184.0
9029.0
9029.0
9057.0
9028.0
9160.0
9018.0
9160.0
9063.0
9019.0
9063.0
9160.0
9025.0
9156.0
9031.0
9017.0
9160.0
9024.0
9036.0
9034.0
9184.0
9160.0
9181.0
9029.0
9019.0
9184.0
9043.0
9023.0
9064.0
9073.0
9022.0
9016.0
9178.0
9062.0
9073.0
9065.0
9047.0
9160.0
9052.0
9029.0
9069.0
9160.0
9052.0
9030.0
9160.0
9022.0
9041.0
9160.0
9015.0
9061.0
9029.0
9053.0
9011.0
9030.0
9029.0
9160.0
9051.0
9051.0
9018.0
9027.0
9024.0
9073.0
9056.0
9020.0
9028.0
9014.0
9181.0
9073.0
9184.0
9065.0
9069.0
9048.0
9073.0
9181.0
9166.0
9022.0
9065.0
9020.0
9030.0
9160.0
9062.0
9160.0
9160.0
9028.0
9069.0
9018.0
9024.0
9061.0
9052.0
9047.0
9057.0
9160.0
9160.0
9027.0
9028.0
9073.0
9051.0
9028.0
9063.0
9028.0
9184.0
9036.0
9034.0
9160.0
9029.0
9057.0
9064.0
9029.0
9036.0
9070.0
9178.0
9059.0
9180.0
9184.0
9065.0
9038.0
9057.0
9069.0
9029.0
9030.0
9061.0
9020.0
9160.0
9058.0
9070.0
9180.0
9160.0
9181.0
9062.0
9052.0
9064.0
9068.0
9063.0
9160.0
9057.0
9013.0
9160.0
9025.0
9160.0
9019.0
9008.0
9027.0
9073.0
9009.0
9019.0
9057.0
9064.0
9184.0
9184.0
9037.0
9160.0
9048.0
9160.0
9160.0
9052.0
9181.0
9046.0
9065.0
9019.0
9033.0
9058.0
9049.0
9022.0
